10471;8727;69
13456;8885;54
16533;9249;48
15178;6839;122
17026;12337;90
6897;8991;54
12434;7308;64
3127;7331;63
10925;6533;82
4304;7879;1122
9551;7849;59
9101;4263;51
5071;4005;99
7871;3651;122
6446;9453;111
8906;3037;61
4481;9075;94
4094;7434;150
6299;8040;52
7675;6500;147
5996;6621;54
5903;3761;50
5156;6813;49
5642;7318;129
5706;8001;99
5615;7556;81
3352;3751;265
5493;3672;66
6714;8295;59
9534;6244;338
6897;9214;84
3521;3967;247
5730;6389;550
6663;8453;62
7359;4439;192
8398;4716;293
6302;6142;488
7323;7888;184
5613;8037;286
10372;4094;387
4933;5784;462
7387;4999;361
5159;5248;549
5734;6691;369
7456;10774;293
10336;1416;648
7182;10123;353
5705;6629;417
6472;4516;701
8024;7006;221
5549;7568;776
3497;8345;713
8647;8472;697
8746;6749;669
4027;8070;1277
5394;8672;528
7471;14030;978
7911;8580;1024
6891;9173;944
9642;3520;165
5418;10304;504
8594;10245;1334
7434;17799;654
9631;10262;672
5750;10342;498
8864;15087;907
8304;6891;621
6943;4634;1055
6526;7775;1034
6138;15690;1157
9222;8944;1161
8043;10464;1376
6234;12241;1191
8078;9467;1008
7748;3857;1213
9366;16395;1403
8252;21299;1096
7866;23982;1145
5170;12712;1320
8412;5350;1119
10190;4616;763
10248;10754;899
8967;2882;1372
7884;2804;2059
8280;7223;1522
12061;6641;1164
8568;7783;2935
8826;8337;661
9575;7352;1843
9568;7619;2677
6680;8423;1129
9541;3233;1697
8388;7000;1260
7823;19769;2211
8748;2494;1530
9245;4234;123
8160;7036;2545
10958;4126;1638
8751;7400;1326
6717;3897;1658
8496;7445;3194
10502;6688;1094
9117;5456;1930
12164;5163;423
7868;6930;1525
5191;8809;862
9123;6192;2661
10962;7462;2149
8428;3483;2584
7241;4489;547
10491;4984;2426
9230;7055;2832
8269;6446;3150
10359;5780;2089
10279;5429;1982
11501;4547;1557
8472;7314;1560
6998;4864;1300
4964;4766;2532
6937;8491;1470
10504;1732;2287
10091;4750;2232
10517;1117;2327
11320;6827;1183
10415;5066;2322
7558;4060;3409
12111;3872;3206
7181;5857;343
7129;4351;4283
10161;4349;4946
12810;3448;2891
12903;5074;1926
9689;4513;1265
4515;4178;3029
8634;4165;1807
10733;4865;3190
11817;4845;5674
13901;6497;3010
10274;5415;2669
8107;3762;859
9355;2213;2293
9391;4472;3658
11958;5933;2890
12902;5616;1797
12785;4430;3214
9536;5552;2444
10260;3115;741
9621;4353;3747
12764;12020;1615
7511;3631;3609
11646;3385;3501
10067;3814;2241
7360;5196;2755
10063;4806;3117
6866;67;2902
10552;5637;1712
10779;2595;3144
15106;4700;4531
12709;3342;3471
12839;5691;3039
6111;3409;3285
8358;6186;2385
9473;5711;4397
11715;2748;1588
10615;4788;2804
10056;2467;2627
12440;4260;3152
7269;3467;3502
11682;3627;4092
12604;4617;6615
10335;3849;4076
11300;3989;3766
10601;4502;3447
5712;3491;2600
9674;4120;4680
10606;5416;1377
14597;3967;3327
11763;5085;3171
12713;5979;3529
11877;5039;4166
10475;3696;3517
10117;3502;5834
12089;5018;2465
13389;3880;3278
9673;4651;3323
7843;4205;4582
11620;4448;2839
7761;6697;10183
11960;3761;3157
9599;4578;3928
9365;5387;3633
12882;3661;3410
10883;4458;5272
11075;5327;4663
12119;4018;3627
9120;3691;4622
11610;4194;4599
11121;3928;3413
13671;3998;3066
10696;5334;2506
8797;4335;4959
10133;5395;3467
5934;3867;3792
13161;4561;4761
12796;2667;3864
11638;3273;4647
9645;4760;3117
11571;4386;3663
14992;4141;3929
12314;5118;4951
12008;4202;5111
10928;4934;3748
12433;5148;3797
11276;4597;6867
7975;4446;4847
10942;4322;2660
10768;5000;3142
12932;4829;8851
11444;4666;5402
12388;4567;7029
11096;4811;3444
13264;4005;5935
11993;4772;412
8917;4046;5379
12522;3696;4094
10812;4728;4103
9417;3349;3775
13076;3257;4697
11728;5471;3972
14631;3519;6887
14702;4310;5601
13102;4521;3212
11477;4402;4372
10910;3472;7278
12129;3888;4429
13691;4124;9142
12046;4133;2996
11581;4492;3399
12521;4433;6023
4989;4141;4201
11219;4511;2109
8723;3967;8671
15042;4398;1257
11033;4258;3489
13055;4200;4286
13902;3750;10062
11277;5071;5354
12419;3717;2017
8969;3993;4339
10261;4737;5224
13225;4223;8889
13550;4511;2932
11617;3815;3339
13259;3716;5825
11817;3965;6281
11343;3752;6523
12080;4300;7849
13347;4303;10770
13019;4633;4664
12756;3113;4884
14327;3987;5127
10768;3462;4503
12024;3915;3992
13020;3716;6339
11773;3737;4486
12511;3861;6136
11918;4135;8805
11929;3552;6074
10239;3697;6562
11336;3815;5179
12497;3714;6673
13256;3208;5508
13719;3545;4292
9578;4003;3358
12677;3561;5281
12657;3369;4424
11744;3448;5059
12526;3608;1174
9691;3666;4184
11846;3181;4836
13766;3206;8388
10937;3540;4488
12145;3289;5991
11822;3673;3616
10871;3472;1453
10463;3161;3097
12528;3558;4240
12279;3265;4950
12217;3303;4709
10726;3039;482
10974;3721;3969
12527;3278;7546
9534;3404;4322
11917;3434;3654
10108;3087;7166
11521;3289;6298
12110;3212;5899
11731;3181;3246
12705;3002;6874
11132;2921;2925
12401;3243;4361
12011;3061;5585
10338;3164;4928
10619;3443;3875
11938;3055;6610
11962;2785;3919
11218;3258;3342
10603;3164;5855
12257;2938;5039
