cnt;adr;fei;rssi;rawcm;rssicor;feicor;res;corres
2491;0x77;181753;112;964;745;-1872;-163;52
2492;0x55;180947;71;9350;230;-1863;7717;6744
2493;0x66;181753;75;9816;228;-1872;8172;7398
2494;0x77;181753;111;669;791;-1872;-412;71
2495;0x55;180947;71;9850;230;-1863;8217;7464
2496;0x66;182559;74;9505;207;-1880;7832;6907
2497;0x77;182559;110;863;809;-1880;-208;49
2498;0x55;180947;70;9676;223;-1863;8036;7201
2499;0x66;176917;74;9616;207;-1822;8001;7150
2500;0x77;176917;109;1032;743;-1822;-47;73
2501;0x55;180947;70;9658;223;-1863;8018;7175
2502;0x66;176917;72;9746;219;-1822;8143;7356
2503;0x77;176917;107;872;754;-1822;-196;49
2504;0x55;180947;69;7150;221;-1863;5508;4218
2505;0x66;182559;70;10968;223;-1880;9311;8975
2506;0x77;182559;105;883;728;-1880;-269;49
2507;0x55;180947;70;6999;223;-1863;5359;4097
2508;0x66;182559;67;13526;223;-1880;11869;11869
2509;0x77;176917;103;1014;763;-1822;-45;74
2510;0x55;180947;68;7358;226;-1863;5721;4401
2511;0x66;176917;68;9679;226;-1822;8083;7269
2512;0x77;176917;101;763;791;-1822;-268;49
2513;0x55;180947;67;6476;223;-1863;4836;3712
2514;0x66;181753;74;11071;207;-1872;9406;9090
2515;0x77;181753;101;899;791;-1872;-182;50
2516;0x55;180947;72;9383;219;-1863;7739;6775
2517;0x66;181753;67;7934;223;-1872;6285;4948
2518;0x77;181753;99;1056;743;-1872;-73;67
2519;0x55;180947;73;8065;205;-1863;6407;5079
2520;0x66;181753;66;9616;223;-1872;7967;7101
2521;0x77;181753;80;1469;280;-1872;-123;57
2522;0x55;180947;73;10368;205;-1863;8710;8173
2523;0x66;181753;65;11265;216;-1872;9609;9321
2524;0x77;182559;91;1264;482;-1880;-134;56
2525;0x55;180947;73;9408;205;-1863;7750;6790
2526;0x66;182559;68;11087;226;-1880;9433;9122
2527;0x77;182559;81;1336;310;-1880;-234;48
2528;0x55;180947;71;7892;230;-1863;6259;4920
2529;0x66;176111;68;8520;226;-1813;6933;5694
2530;0x77;176111;89;1460;461;-1813;108;126
2531;0x55;180947;72;7644;219;-1863;6000;4660
2532;0x66;176111;70;7761;223;-1813;6171;4830
2533;0x77;176111;83;1471;388;-1813;46;101
2534;0x55;180947;74;8716;207;-1863;7060;5854
2535;0x66;182559;71;11585;230;-1880;9935;9640
2536;0x77;182559;81;1496;310;-1880;-74;67
2537;0x55;180947;72;7795;219;-1863;6151;4809
2538;0x66;176111;68;9113;226;-1813;7526;6476
2539;0x77;176111;81;1532;310;-1813;29;96
2540;0x55;180947;73;8043;205;-1863;6385;5055
