cnt;8084;adr;0x66;fei;176917;rssi;57;rawcm;27095;rssicor;223;feicor;-1822;res;25496;corres;25496
cnt;8085;adr;0x77;fei;176917;rssi;62;rawcm;10855;rssicor;205;feicor;-1822;res;9238;corres;8884
cnt;8086;adr;0x55;fei;179335;rssi;104;rawcm;928;rssicor;768;feicor;-1847;res;-151;corres;53
cnt;8087;adr;0x77;fei;181753;rssi;61;rawcm;11437;rssicor;230;feicor;-1872;res;9795;corres;9512
cnt;8088;adr;0x55;fei;179335;rssi;106;rawcm;939;rssicor;743;feicor;-1847;res;-165;corres;52
cnt;8089;adr;0x66;fei;175305;rssi;57;rawcm;22907;rssicor;223;feicor;-1805;res;21325;corres;21325
cnt;8090;adr;0x77;fei;175305;rssi;58;rawcm;9602;rssicor;216;feicor;-1805;res;8013;corres;7168
cnt;8091;adr;0x55;fei;179335;rssi;108;rawcm;786;rssicor;759;feicor;-1847;res;-302;corres;51
cnt;8092;adr;0x77;fei;175305;rssi;59;rawcm;10012;rssicor;223;feicor;-1805;res;8430;corres;7772
cnt;8093;adr;0x55;fei;180141;rssi;107;rawcm;1138;rssicor;754;feicor;-1855;res;37;corres;98
cnt;8094;adr;0x66;fei;177723;rssi;58;rawcm;14418;rssicor;216;feicor;-1830;res;12804;corres;12804
cnt;8095;adr;0x77;fei;177723;rssi;59;rawcm;9670;rssicor;223;feicor;-1830;res;8063;corres;7240
cnt;8096;adr;0x55;fei;180141;rssi;106;rawcm;842;rssicor;743;feicor;-1855;res;-270;corres;49
cnt;8097;adr;0x66;fei;177723;rssi;63;rawcm;9834;rssicor;215;feicor;-1830;res;8219;corres;7466
cnt;8098;adr;0x77;fei;176917;rssi;58;rawcm;9764;rssicor;216;feicor;-1822;res;8158;corres;7378
cnt;8099;adr;0x55;fei;180141;rssi;105;rawcm;867;rssicor;728;feicor;-1855;res;-260;corres;48
cnt;8100;adr;0x66;fei;176917;rssi;65;rawcm;10071;rssicor;216;feicor;-1822;res;8465;corres;7823
cnt;8101;adr;0x77;fei;176917;rssi;61;rawcm;9825;rssicor;230;feicor;-1822;res;8233;corres;7487
cnt;8102;adr;0x55;fei;178529;rssi;106;rawcm;1309;rssicor;743;feicor;-1838;res;214;corres;176
cnt;8103;adr;0x66;fei;180141;rssi;65;rawcm;10391;rssicor;216;feicor;-1855;res;8752;corres;8232
cnt;8104;adr;0x77;fei;180141;rssi;62;rawcm;9255;rssicor;205;feicor;-1855;res;7605;corres;6586
cnt;8105;adr;0x55;fei;178529;rssi;99;rawcm;905;rssicor;743;feicor;-1838;res;-190;corres;50
cnt;8106;adr;0x66;fei;180141;rssi;63;rawcm;11556;rssicor;215;feicor;-1855;res;9916;corres;9624
cnt;8107;adr;0x77;fei;174499;rssi;61;rawcm;10833;rssicor;230;feicor;-1797;res;9266;corres;8919
cnt;8108;adr;0x55;fei;178529;rssi;80;rawcm;1129;rssicor;280;feicor;-1838;res;-429;corres;76
cnt;8109;adr;0x66;fei;174499;rssi;63;rawcm;9805;rssicor;215;feicor;-1797;res;8223;corres;7472
cnt;8110;adr;0x77;fei;174499;rssi;59;rawcm;9676;rssicor;223;feicor;-1797;res;8102;corres;7297
cnt;8111;adr;0x55;fei;180141;rssi;102;rawcm;1104;rssicor;782;feicor;-1855;res;31;corres;96
cnt;8112;adr;0x66;fei;174499;rssi;54;rawcm;17537;rssicor;214;feicor;-1797;res;15954;corres;15954
cnt;8113;adr;0x77;fei;179335;rssi;56;rawcm;8536;rssicor;232;feicor;-1847;res;6921;corres;5679
cnt;8114;adr;0x55;fei;180141;rssi;101;rawcm;944;rssicor;791;feicor;-1855;res;-120;corres;58
cnt;8115;adr;0x66;fei;179335;rssi;67;rawcm;10727;rssicor;223;feicor;-1847;res;9103;corres;8710
cnt;8116;adr;0x55;fei;180141;rssi;91;rawcm;694;rssicor;482;feicor;-1855;res;-679;corres;212
cnt;8117;adr;0x66;fei;175305;rssi;69;rawcm;11168;rssicor;221;feicor;-1805;res;9584;corres;9294
cnt;8118;adr;0x77;fei;175305;rssi;60;rawcm;10373;rssicor;214;feicor;-1805;res;8782;corres;8274
cnt;8119;adr;0x55;fei;180141;rssi;91;rawcm;1593;rssicor;482;feicor;-1855;res;220;corres;179
cnt;8120;adr;0x66;fei;175305;rssi;65;rawcm;11299;rssicor;216;feicor;-1805;res;9710;corres;9427
cnt;8121;adr;0x77;fei;175305;rssi;60;rawcm;9755;rssicor;214;feicor;-1805;res;8164;corres;7387
cnt;8122;adr;0x55;fei;180141;rssi;78;rawcm;1433;rssicor;219;feicor;-1855;res;-203;corres;49
cnt;8123;adr;0x66;fei;175305;rssi;71;rawcm;12004;rssicor;230;feicor;-1805;res;10429;corres;10429
cnt;8124;adr;0x77;fei;175305;rssi;62;rawcm;9573;rssicor;205;feicor;-1805;res;7973;corres;7110
cnt;8125;adr;0x55;fei;180141;rssi;91;rawcm;1000;rssicor;482;feicor;-1855;res;-373;corres;62
cnt;8126;adr;0x66;fei;173693;rssi;59;rawcm;11387;rssicor;223;feicor;-1789;res;9821;corres;9537
cnt;8127;adr;0x77;fei;173693;rssi;62;rawcm;11565;rssicor;205;feicor;-1789;res;9981;corres;9679
