cnt;5251;adr;0x66;fei;176917;rssi;100;rawcm;1223;rssicor;761;feicor;-1822;res;162;corres;150
cnt;5252;adr;0x77;fei;176917;rssi;59;rawcm;9460;rssicor;223;feicor;-1822;res;7861;corres;6949
cnt;5253;adr;0x55;fei;180141;rssi;72;rawcm;11702;rssicor;219;feicor;-1855;res;10066;corres;10066
cnt;5254;adr;0x66;fei;180947;rssi;101;rawcm;1165;rssicor;791;feicor;-1863;res;93;corres;119
cnt;5255;adr;0x77;fei;180947;rssi;59;rawcm;9368;rssicor;223;feicor;-1863;res;7728;corres;6759
cnt;5256;adr;0x55;fei;180141;rssi;72;rawcm;11344;rssicor;219;feicor;-1855;res;9708;corres;9425
cnt;5257;adr;0x66;fei;180947;rssi;103;rawcm;935;rssicor;763;feicor;-1863;res;-165;corres;52
cnt;5258;adr;0x77;fei;177723;rssi;61;rawcm;10727;rssicor;230;feicor;-1830;res;9127;corres;8742
cnt;5259;adr;0x55;fei;180141;rssi;72;rawcm;11409;rssicor;219;feicor;-1855;res;9773;corres;9490
cnt;5260;adr;0x66;fei;177723;rssi;101;rawcm;914;rssicor;791;feicor;-1830;res;-125;corres;57
cnt;5261;adr;0x77;fei;177723;rssi;60;rawcm;10391;rssicor;214;feicor;-1830;res;8775;corres;8265
cnt;5262;adr;0x55;fei;180141;rssi;72;rawcm;11968;rssicor;219;feicor;-1855;res;10332;corres;10332
cnt;5263;adr;0x66;fei;181753;rssi;100;rawcm;1205;rssicor;761;feicor;-1872;res;94;corres;120
cnt;5264;adr;0x77;fei;181753;rssi;58;rawcm;9945;rssicor;216;feicor;-1872;res;8289;corres;7568
cnt;5265;adr;0x55;fei;180141;rssi;73;rawcm;11768;rssicor;205;feicor;-1855;res;10118;corres;10118
cnt;5266;adr;0x66;fei;181753;rssi;101;rawcm;899;rssicor;791;feicor;-1872;res;-182;corres;50
cnt;5267;adr;0x77;fei;175305;rssi;60;rawcm;11497;rssicor;214;feicor;-1805;res;9906;corres;9615
cnt;5268;adr;0x55;fei;180141;rssi;72;rawcm;11414;rssicor;219;feicor;-1855;res;9778;corres;9495
cnt;5269;adr;0x66;fei;175305;rssi;97;rawcm;847;rssicor;660;feicor;-1805;res;-298;corres;51
cnt;5270;adr;0x77;fei;175305;rssi;62;rawcm;10242;rssicor;205;feicor;-1805;res;8642;corres;8077
cnt;5271;adr;0x55;fei;180141;rssi;74;rawcm;11905;rssicor;207;feicor;-1855;res;10257;corres;10257
cnt;5272;adr;0x66;fei;175305;rssi;97;rawcm;815;rssicor;660;feicor;-1805;res;-330;corres;54
cnt;5273;adr;0x77;fei;181753;rssi;62;rawcm;10087;rssicor;205;feicor;-1872;res;8420;corres;7758
cnt;5274;adr;0x55;fei;180141;rssi;75;rawcm;11716;rssicor;228;feicor;-1855;res;10089;corres;10089
cnt;5275;adr;0x66;fei;181753;rssi;100;rawcm;1187;rssicor;761;feicor;-1872;res;76;corres;113
cnt;5276;adr;0x77;fei;181753;rssi;57;rawcm;9309;rssicor;223;feicor;-1872;res;7660;corres;6663
cnt;5277;adr;0x55;fei;180141;rssi;73;rawcm;11784;rssicor;205;feicor;-1855;res;10134;corres;10134
cnt;5278;adr;0x66;fei;175305;rssi;103;rawcm;939;rssicor;763;feicor;-1805;res;-103;corres;61
cnt;5279;adr;0x77;fei;175305;rssi;58;rawcm;10332;rssicor;216;feicor;-1805;res;8743;corres;8220
cnt;5280;adr;0x55;fei;179335;rssi;72;rawcm;11824;rssicor;219;feicor;-1847;res;10196;corres;10196
cnt;5281;adr;0x66;fei;175305;rssi;100;rawcm;1219;rssicor;761;feicor;-1805;res;175;corres;156
cnt;5282;adr;0x77;fei;175305;rssi;55;rawcm;8559;rssicor;237;feicor;-1805;res;6991;corres;5766
cnt;5283;adr;0x55;fei;179335;rssi;75;rawcm;11905;rssicor;228;feicor;-1847;res;10286;corres;10286
cnt;5284;adr;0x66;fei;175305;rssi;81;rawcm;1791;rssicor;310;feicor;-1805;res;296;corres;221
cnt;5285;adr;0x55;fei;179335;rssi;75;rawcm;11644;rssicor;228;feicor;-1847;res;10025;corres;10025
cnt;5286;adr;0x66;fei;176917;rssi;81;rawcm;1088;rssicor;310;feicor;-1822;res;-424;corres;75
cnt;5287;adr;0x77;fei;176917;rssi;57;rawcm;10598;rssicor;223;feicor;-1822;res;8999;corres;8572
cnt;5288;adr;0x66;fei;176917;rssi;81;rawcm;1730;rssicor;310;feicor;-1822;res;218;corres;178
cnt;5289;adr;0x77;fei;176917;rssi;60;rawcm;9460;rssicor;214;feicor;-1822;res;7852;corres;6936
cnt;5290;adr;0x55;fei;179335;rssi;76;rawcm;12013;rssicor;198;feicor;-1847;res;10364;corres;10364
cnt;5291;adr;0x66;fei;180947;rssi;81;rawcm;1717;rssicor;310;feicor;-1863;res;164;corres;151
cnt;5292;adr;0x77;fei;180947;rssi;54;rawcm;10519;rssicor;214;feicor;-1863;res;8870;corres;8396
