10066;150;6949
9425;119;6759
9490;52;8742
10332;57;8265
10118;120;7568
9495;50;9615
10257;51;8077
10089;54;7758
10134;113;6663
10196;61;8220
10286;156;5766
10025;221;8572
10364;75;6936
10509;178;8396
9137;151;10038
8251;49;6024
9269;136;8203
8684;84;7265
10386;178;10546
10332;79;5036
9308;49;11917
9051;588;5499
10230;681;8797
8334;398;8680
9389;202;4646
8648;96;4479
9188;109;7707
10454;69;4639
9689;54;5497
9193;202;8845
9485;959;8679
10184;224;5456
9538;238;7270
9527;192;3592
9334;205;8231
9622;769;5304
8370;58;6015
9250;50;6012
8090;103;5286
8055;297;8627
8579;646;6132
9305;599;6940
8384;1108;5611
9122;521;4394
8347;84;6797
9257;1006;15664
8547;61;3989
8785;798;4847
7767;626;7150
8330;336;5595
8805;533;2006
8584;788;8025
8227;1268;4415
8563;846;4579
8236;626;4254
7940;1579;4599
7952;1722;5926
9274;909;10789
7424;212;4128
7778;1038;5216
7843;48;4162
6810;209;5064
7536;836;6568
8220;989;3548
7403;250;6012
7638;846;6198
7488;290;5033
7850;281;6032
6721;1750;4795
7382;1658;4854
8151;2506;10534
7247;1593;4946
6768;1677;8070
8801;3098;5186
7824;2869;4373
7324;3195;4141
7635;2637;4866
6773;2573;6714
6805;1585;5647
7925;2392;6778
8067;1635;5081
7055;2108;6543
7146;1510;12574
8173;2477;3877
7227;676;3992
7000;3465;3633
7311;2565;4579
7005;3498;6896
6876;3226;5145
7575;3595;6030
6857;1977;4326
6491;1172;6041
6498;86;5030
6508;141;5067
6286;3091;4420
7074;3146;4570
6336;1999;5338
7111;555;4046
6425;3049;5141
6964;780;9461
6665;1704;5312
6095;1007;8081
6557;696;4008
6347;2835;5309
5018;1718;5903
6345;60;5143
6028;3113;3687
6219;2567;6773
6802;3860;11158
6286;2585;5216
6332;1502;5460
7035;3132;3531
5890;2412;3237
5516;3116;5329
6046;1762;4577
6318;3587;4569
6674;3015;6221
5620;1815;6906
6649;2472;4269
5812;740;3995
5596;3415;3798
6493;2342;4514
5567;2193;3555
5137;2078;6162
5895;3145;4983
5922;774;3642
5787;2873;3838
5427;5789;5989
5301;2569;4443
5583;1786;7326
4976;2663;5035
5920;661;4516
4924;1966;4470
5171;1283;4830
5636;1712;4678
5043;2112;7288
4995;1307;5140
4563;2800;4741
5242;1503;4670
5080;2674;3160
5637;3091;4214
5455;713;3243
5089;3170;4320
5076;2990;4916
5325;1689;5346
5125;5137;4866
5364;2163;4269
5466;2949;5379
4531;2776;5882
5059;3109;5853
4576;3667;4661
4579;2734;3753
5327;2182;3625
4891;2220;4451
4287;3468;3392
4499;4387;3492
4455;3280;4490
4945;150;4888
4692;2388;4080
4888;1595;3330
4801;1741;2477
4308;2659;6850
4523;3756;4363
4791;3493;4424
5013;2982;3952
4487;3805;3584
4616;3356;4811
3588;1597;4765
4527;3851;4902
4940;2155;3918
4250;2904;4817
4296;2576;3976
4342;3247;4158
4822;2735;4274
4308;1563;4379
4323;1395;3651
4573;2844;3674
4171;2339;3445
4028;4406;5457
4869;5933;4206
4242;1788;4379
4160;3876;4089
4515;2754;4917
4295;3771;3979
4031;3556;4184
4292;4606;4306
4175;1055;4386
4198;3001;3582
4493;3522;3986
4049;3315;4159
3855;2947;2905
4558;3730;3750
4007;3418;4218
4092;2627;9114
4234;4422;3979
3727;4471;4958
3699;3976;6455
3969;6238;4422
3705;4378;5551
3727;3596;3545
3872;5925;3242
3889;3146;5227
4101;4840;4076
3866;3982;3418
3683;3710;4239
3770;3390;4529
3774;3421;4320
3794;5438;5969
3662;4643;4323
3573;4132;3245
3594;1221;7150
3524;4357;3510
3441;3491;4180
3918;2572;4648
3545;5616;3537
3403;2691;5753
3764;5490;3853
3337;3433;1987
3551;2117;4013
3726;3260;4489
3268;4526;1969
3347;6632;4406
3557;5171;3337
3240;3176;5538
3390;3320;5746
3381;4496;5616
3275;4485;2154
3084;5106;3618
3365;3651;3261
3357;6846;8847
3208;7019;2882
3169;5126;5076
3383;5482;3786
2885;2958;5379
2621;3122;3599
3157;3512;6599
3032;5283;3691
3061;1743;4537
3488;3960;7241
3035;4063;4376
3184;7352;5895
3085;6013;4519
3360;8781;10216
2876;8545;3696
2935;5030;4222
2928;6413;8501
2718;4263;3307
2737;4616;5231
3102;6450;11299
2519;5990;4534
2728;7429;3329
2892;7678;3378
2676;2907;4904
2932;3138;4722
3418;5185;3070
2728;8417;4794
3070;6448;4313
2493;4515;15762
2932;4353;3792
2351;6732;5010
2560;5041;6152
2738;5849;4133
2713;4439;5586
2198;7015;4999
2836;5152;4686
2343;4841;3213
2526;6280;10264
2518;3641;5153
2229;8806;4717
2443;7991;6617
2541;3776;3378
2499;6142;4836
2367;6837;5822
2175;4489;4052
2364;9665;5502
1829;7945;4192
2104;6846;4113
2109;8345;4502
1975;2146;5109
2388;2019;5773
2810;5456;3603
2368;4114;5251
2265;7749;4408
2409;8630;5908
2686;5674;5085
1853;6431;2930
2000;6028;5350
2249;3262;5639
2205;7804;4013
2097;6203;6670
2803;4649;3643
2277;4549;5730
2126;3271;8567
2295;4032;5394
2244;2841;6705
1355;5690;14567
1681;5969;4855
1026;6378;4599
865;3004;3285
1322;10470;4908
3212;3757;5809
5377;5255;10217
924;6904;5070
1722;4035;5025
1977;7265;5999
598;5902;5438
2437;2998;4857
1866;10950;9091
1078;9400;3459
2230;10583;4341
1332;5259;9536
1886;9186;5408
1542;1556;4376
1870;5141;2570
1851;10205;3890
1643;8902;5245
1524;9035;8434
1684;10203;6607
1772;9682;6500
2179;8795;20680
1847;6330;5271
1330;11483;2882
1558;6091;8532
992;3105;5179
1473;10333;9688
1404;8499;3380
1224;14987;6422
1412;10824;4312
833;2895;6004
1292;11392;3667
922;11289;6048
946;11156;3068
1453;14027;3804
1118;9293;6138
931;2115;9554
1204;6749;7702
948;7023;5158
700;10376;6638
1171;8890;8287
890;9647;4319
859;3111;5610
1260;6279;10223
939;9502;5955
751;6099;8861
1357;6594;4906
556;9469;3497
604;14948;6917
1225;12146;6311
537;14107;5582
327;14439;5674
845;11535;8911
804;12059;3867
466;6738;1993
383;5099;8356
834;7503;5878
706;8909;13027
494;12166;5734
800;22538;4977
333;7416;6867
630;13317;5398
549;11154;5989
439;26239;10443
267;9385;2197
566;11348;7136
438;7791;8509
253;10482;5216
307;10302;2024
585;11717;5992
496;13900;8477
72;12235;5447
509;11746;5267
211;10038;4669
184;10461;6350
516;11177;6254
187;10635;4742
124;11692;8074
291;12769;6979
81;12290;6708
90;5775;5485
131;9667;5446
262;12725;6100
239;11432;5409
90;16353;8258
84;4847;5555
101;9211;5094
105;3194;5211
333;12472;7767
65;11237;7283
62;10552;8208
215;12908;9622
49;13163;6802
111;11994;5362
88;13037;4453
54;10939;6036
48;12086;7865
72;11902;9043
49;12796;9070
50;12891;9026
92;13101;9376
48;11460;9239
58;11572;9157
110;12609;8647
48;11665;8610
74;11530;8208
121;11081;7584
248;11679;8101
140;11800;7909
220;11978;8739
57;11712;8803
188;11396;8869
73;11631;8628
51;11384;8481
63;12162;7199
50;12054;6975
96;12379;7208
72;12551;7503
